beneficiary_id,name,sex,age,household_size,department,commune,vulnerability_score,registration_date
1817,Beneficiary_1817,F,30,5,Ouest,Delmas,64,1/9/2025
1818,Beneficiary_1818,M,42,1,Sud,Aquin,55,3/3/2025
1819,Beneficiary_1819,F,28,5,Artibonite,Gonaives,57,2/1/2025
1820,Beneficiary_1820,M,32,6,Ouest,Carrefour,59,1/7/2025
1821,Beneficiary_1821,M,26,2,Artibonite,Dessalines,46,3/18/2025
1822,Beneficiary_1822,M,17,8,Sud,Port-Salut,49,3/16/2025
1823,Beneficiary_1823,M,20,1,Ouest,Port-au-Prince,27,2/18/2025
1824,Beneficiary_1824,M,39,3,Artibonite,Dessalines,54,1/8/2025
1825,Beneficiary_1825,F,49,7,Artibonite,Gonaives,41,1/9/2025
1826,Beneficiary_1826,M,42,5,Ouest,Port-au-Prince,61,2/18/2025
1827,Beneficiary_1827,F,43,4,Artibonite,Gonaives,33,3/18/2025
1828,Beneficiary_1828,M,37,8,Sud,Aquin,57,2/19/2025
1829,Beneficiary_1829,M,35,6,Artibonite,Saint-Marc,8,3/25/2025
1830,Beneficiary_1830,F,37,9,Sud,Les Cayes,94,2/12/2025
1831,Beneficiary_1831,M,28,2,Sud,Les Cayes,35,1/2/2025
1832,Beneficiary_1832,M,41,4,Sud,Aquin,56,3/15/2025
1833,Beneficiary_1833,F,56,7,Ouest,Tabarre,24,3/3/2025
1834,Beneficiary_1834,F,48,3,Sud,Aquin,61,2/1/2025
1835,Beneficiary_1835,M,32,3,Ouest,Port-au-Prince,56,2/9/2025
1836,Beneficiary_1836,F,53,5,Sud,Port-Salut,67,3/16/2025
1837,Beneficiary_1837,M,14,8,Sud,Les Cayes,66,2/9/2025
1838,Beneficiary_1838,F,33,6,Sud,Port-Salut,51,1/2/2025
1839,Beneficiary_1839,M,36,1,Sud,Aquin,46,1/31/2025
1840,Beneficiary_1840,M,56,7,Sud,Aquin,48,2/14/2025
1841,Beneficiary_1841,M,14,2,Ouest,Delmas,42,2/13/2025
1842,Beneficiary_1842,F,38,6,Ouest,Carrefour,74,3/16/2025
1843,Beneficiary_1843,F,45,7,Sud,Port-Salut,32,2/12/2025
1844,Beneficiary_1844,F,79,1,Ouest,Port-au-Prince,55,3/5/2025
1845,Beneficiary_1845,M,57,4,Ouest,Port-au-Prince,46,3/1/2025
1846,Beneficiary_1846,M,44,8,Sud,Les Cayes,66,2/12/2025
1847,Beneficiary_1847,M,56,7,Sud,Port-Salut,71,1/24/2025
1848,Beneficiary_1848,M,50,2,Ouest,Tabarre,43,2/15/2025
1849,Beneficiary_1849,M,24,5,Ouest,Port-au-Prince,56,2/26/2025
1850,Beneficiary_1850,M,51,1,Ouest,Tabarre,45,1/26/2025
1851,Beneficiary_1851,M,54,4,Ouest,Tabarre,79,2/3/2025
1852,Beneficiary_1852,F,18,9,Sud,Les Cayes,33,2/1/2025
1853,Beneficiary_1853,M,32,3,Ouest,Delmas,56,2/3/2025
1854,Beneficiary_1854,M,25,7,Ouest,Port-au-Prince,77,3/25/2025
1855,Beneficiary_1855,M,42,5,Ouest,Tabarre,50,2/28/2025
1856,Beneficiary_1856,F,9,3,Ouest,Tabarre,23,3/9/2025
1857,Beneficiary_1857,M,40,2,Sud,Port-Salut,7,1/19/2025
1858,Beneficiary_1858,M,53,9,Ouest,Delmas,46,2/18/2025
1859,Beneficiary_1859,F,90,7,Sud,Port-Salut,96,3/23/2025
1860,Beneficiary_1860,M,31,9,Ouest,Port-au-Prince,47,2/7/2025
1861,Beneficiary_1861,M,52,1,Ouest,Tabarre,84,3/22/2025
1862,Beneficiary_1862,F,5,4,Artibonite,Gonaives,14,1/11/2025
1863,Beneficiary_1863,M,23,3,Artibonite,Dessalines,61,3/7/2025
1864,Beneficiary_1864,F,43,8,Artibonite,Dessalines,71,3/8/2025
1865,Beneficiary_1865,F,13,6,Artibonite,Gonaives,3,3/9/2025
1866,Beneficiary_1866,F,50,8,Sud,Port-Salut,33,2/4/2025
1867,Beneficiary_1867,M,0,4,Sud,Port-Salut,52,1/29/2025
1868,Beneficiary_1868,M,49,7,Ouest,Carrefour,47,1/28/2025
1869,Beneficiary_1869,F,26,3,Artibonite,Saint-Marc,46,2/17/2025
1870,Beneficiary_1870,M,28,3,Artibonite,Dessalines,23,1/11/2025
1871,Beneficiary_1871,F,22,4,Artibonite,Saint-Marc,60,3/16/2025
1872,Beneficiary_1872,F,40,7,Ouest,Carrefour,53,2/27/2025
1873,Beneficiary_1873,F,17,6,Artibonite,Saint-Marc,46,3/5/2025
1874,Beneficiary_1874,F,0,1,Artibonite,Saint-Marc,53,1/23/2025
1875,Beneficiary_1875,F,60,2,Artibonite,Gonaives,20,2/15/2025
1876,Beneficiary_1876,M,24,5,Ouest,Tabarre,56,1/30/2025
1877,Beneficiary_1877,M,57,6,Ouest,Port-au-Prince,41,1/5/2025
1878,Beneficiary_1878,F,22,4,Sud,Les Cayes,10,3/28/2025
1879,Beneficiary_1879,F,36,5,Artibonite,Saint-Marc,90,1/25/2025
1880,Beneficiary_1880,M,39,9,Sud,Aquin,49,2/3/2025
1881,Beneficiary_1881,F,40,6,Ouest,Tabarre,49,2/21/2025
1882,Beneficiary_1882,M,20,8,Artibonite,Dessalines,66,3/25/2025
1883,Beneficiary_1883,F,39,4,Sud,Les Cayes,50,1/30/2025
1884,Beneficiary_1884,M,17,8,Sud,Aquin,76,1/30/2025
1885,Beneficiary_1885,F,46,8,Sud,Aquin,38,2/13/2025
1886,Beneficiary_1886,M,53,7,Ouest,Tabarre,40,3/31/2025
1887,Beneficiary_1887,F,20,8,Artibonite,Gonaives,34,3/13/2025
1888,Beneficiary_1888,M,3,3,Ouest,Tabarre,59,2/9/2025
1889,Beneficiary_1889,F,2,6,Sud,Les Cayes,25,2/13/2025
1890,Beneficiary_1890,F,0,7,Ouest,Carrefour,48,3/30/2025
1891,Beneficiary_1891,F,32,1,Sud,Port-Salut,43,3/14/2025
1892,Beneficiary_1892,M,16,6,Ouest,Delmas,26,3/14/2025
1893,Beneficiary_1893,F,43,7,Sud,Aquin,38,1/27/2025
1894,Beneficiary_1894,F,40,4,Artibonite,Gonaives,32,3/2/2025
1895,Beneficiary_1895,F,38,5,Ouest,Tabarre,76,1/12/2025
1896,Beneficiary_1896,M,45,1,Ouest,Port-au-Prince,41,3/30/2025
1897,Beneficiary_1897,M,39,3,Sud,Port-Salut,45,1/26/2025
1898,Beneficiary_1898,F,35,4,Ouest,Carrefour,43,1/30/2025
1899,Beneficiary_1899,M,32,8,Artibonite,Dessalines,54,1/8/2025
1900,Beneficiary_1900,M,17,3,Artibonite,Dessalines,29,2/11/2025
1901,Beneficiary_1901,M,10,2,Artibonite,Saint-Marc,17,1/17/2025
1902,Beneficiary_1902,F,13,2,Sud,Port-Salut,53,2/19/2025
1903,Beneficiary_1903,M,18,5,Ouest,Delmas,60,2/25/2025
1904,Beneficiary_1904,F,35,3,Sud,Aquin,10,3/19/2025
1905,Beneficiary_1905,M,46,9,Sud,Port-Salut,66,3/29/2025
1906,Beneficiary_1906,M,17,1,Artibonite,Saint-Marc,58,1/19/2025
1907,Beneficiary_1907,F,19,4,Artibonite,Gonaives,51,3/9/2025
1908,Beneficiary_1908,F,12,8,Artibonite,Dessalines,14,3/1/2025
1909,Beneficiary_1909,M,28,5,Sud,Les Cayes,47,3/24/2025
1910,Beneficiary_1910,F,27,7,Artibonite,Saint-Marc,26,3/20/2025
1911,Beneficiary_1911,M,27,3,Ouest,Carrefour,55,3/21/2025
1912,Beneficiary_1912,F,34,7,Sud,Port-Salut,53,3/26/2025
1913,Beneficiary_1913,F,22,1,Ouest,Port-au-Prince,73,1/31/2025
1914,Beneficiary_1914,F,13,2,Ouest,Tabarre,59,3/31/2025
1915,Beneficiary_1915,M,56,8,Sud,Aquin,59,2/22/2025
1916,Beneficiary_1916,F,31,2,Sud,Les Cayes,39,1/14/2025
1917,Beneficiary_1917,F,53,8,Sud,Port-Salut,21,1/22/2025
1918,Beneficiary_1918,M,17,8,Artibonite,Gonaives,42,1/4/2025
1919,Beneficiary_1919,F,57,6,Ouest,Carrefour,57,2/21/2025
1920,Beneficiary_1920,M,17,1,Ouest,Carrefour,43,2/2/2025
1921,Beneficiary_1921,F,23,8,Ouest,Delmas,35,3/4/2025
1922,Beneficiary_1922,M,52,9,Artibonite,Gonaives,22,3/26/2025
1923,Beneficiary_1923,M,63,8,Ouest,Carrefour,66,2/5/2025
1924,Beneficiary_1924,M,54,2,Ouest,Delmas,40,1/23/2025
1925,Beneficiary_1925,F,32,3,Artibonite,Gonaives,21,1/10/2025
1926,Beneficiary_1926,F,25,3,Sud,Les Cayes,59,2/26/2025
1927,Beneficiary_1927,M,58,1,Artibonite,Gonaives,27,3/28/2025
1928,Beneficiary_1928,F,28,1,Sud,Les Cayes,46,3/23/2025
1929,Beneficiary_1929,M,9,7,Sud,Aquin,61,3/30/2025
1930,Beneficiary_1930,M,21,1,Artibonite,Saint-Marc,46,1/7/2025
1931,Beneficiary_1931,M,26,6,Artibonite,Gonaives,34,1/31/2025
1932,Beneficiary_1932,M,34,7,Ouest,Port-au-Prince,45,1/4/2025
1933,Beneficiary_1933,M,28,2,Ouest,Tabarre,35,1/29/2025
1934,Beneficiary_1934,M,40,1,Ouest,Delmas,83,2/23/2025
1935,Beneficiary_1935,F,37,6,Sud,Les Cayes,69,3/13/2025
1936,Beneficiary_1936,M,9,9,Sud,Les Cayes,53,2/20/2025
1937,Beneficiary_1937,M,15,4,Artibonite,Gonaives,20,1/14/2025
1938,Beneficiary_1938,M,21,1,Artibonite,Saint-Marc,73,2/21/2025
1939,Beneficiary_1939,M,52,7,Sud,Port-Salut,54,1/28/2025
1940,Beneficiary_1940,M,7,5,Artibonite,Gonaives,46,3/25/2025
1941,Beneficiary_1941,M,40,2,Sud,Port-Salut,53,1/28/2025
1942,Beneficiary_1942,F,1,2,Artibonite,Saint-Marc,32,3/10/2025
1943,Beneficiary_1943,F,33,2,Sud,Les Cayes,60,3/18/2025
1944,Beneficiary_1944,F,0,3,Artibonite,Dessalines,46,2/12/2025
1945,Beneficiary_1945,F,37,2,Ouest,Tabarre,66,2/12/2025
1946,Beneficiary_1946,F,47,9,Ouest,Carrefour,61,3/23/2025
1947,Beneficiary_1947,M,20,4,Sud,Les Cayes,11,1/3/2025
1948,Beneficiary_1948,F,27,4,Sud,Les Cayes,70,2/24/2025
1949,Beneficiary_1949,M,60,3,Ouest,Port-au-Prince,64,2/17/2025
1950,Beneficiary_1950,M,42,3,Artibonite,Saint-Marc,57,2/18/2025
1951,Beneficiary_1951,M,24,8,Ouest,Port-au-Prince,47,2/12/2025
1952,Beneficiary_1952,F,65,1,Ouest,Tabarre,31,3/8/2025
1953,Beneficiary_1953,F,64,1,Artibonite,Dessalines,43,1/30/2025
1954,Beneficiary_1954,F,58,4,Sud,Port-Salut,21,1/27/2025
1955,Beneficiary_1955,M,45,4,Sud,Les Cayes,35,3/19/2025
1956,Beneficiary_1956,F,9,3,Artibonite,Dessalines,54,2/26/2025
1957,Beneficiary_1957,M,53,8,Sud,Les Cayes,33,1/9/2025
1958,Beneficiary_1958,M,8,4,Ouest,Port-au-Prince,48,1/17/2025
1959,Beneficiary_1959,M,33,4,Ouest,Delmas,60,3/6/2025
1960,Beneficiary_1960,F,52,5,Ouest,Carrefour,48,1/22/2025
1961,Beneficiary_1961,M,68,7,Sud,Les Cayes,54,1/23/2025
1962,Beneficiary_1962,F,28,5,Sud,Les Cayes,17,3/15/2025
1963,Beneficiary_1963,M,30,5,Artibonite,Dessalines,43,3/3/2025
1964,Beneficiary_1964,F,52,7,Ouest,Tabarre,59,1/22/2025
1965,Beneficiary_1965,F,13,9,Artibonite,Saint-Marc,53,3/20/2025
1966,Beneficiary_1966,M,47,8,Sud,Port-Salut,80,1/3/2025
1967,Beneficiary_1967,M,50,5,Artibonite,Saint-Marc,65,3/18/2025
1968,Beneficiary_1968,M,36,5,Sud,Les Cayes,57,2/18/2025
1969,Beneficiary_1969,F,57,5,Artibonite,Saint-Marc,23,2/18/2025
1970,Beneficiary_1970,F,28,2,Sud,Aquin,34,2/12/2025
1971,Beneficiary_1971,M,41,3,Ouest,Carrefour,74,1/25/2025
1972,Beneficiary_1972,F,24,8,Ouest,Port-au-Prince,2,2/21/2025
1973,Beneficiary_1973,F,27,7,Artibonite,Saint-Marc,68,3/4/2025
1974,Beneficiary_1974,M,44,7,Artibonite,Dessalines,58,1/5/2025
1975,Beneficiary_1975,M,29,4,Ouest,Carrefour,24,2/25/2025
1976,Beneficiary_1976,F,44,9,Artibonite,Dessalines,33,3/4/2025
1977,Beneficiary_1977,F,74,1,Sud,Aquin,61,3/25/2025
1978,Beneficiary_1978,M,24,4,Artibonite,Saint-Marc,37,3/3/2025
1979,Beneficiary_1979,M,33,3,Ouest,Tabarre,45,2/3/2025
1980,Beneficiary_1980,M,55,5,Sud,Port-Salut,53,2/1/2025
1981,Beneficiary_1981,M,21,1,Sud,Aquin,87,1/15/2025
1982,Beneficiary_1982,F,35,2,Ouest,Carrefour,65,3/8/2025
1983,Beneficiary_1983,M,24,7,Ouest,Carrefour,57,2/2/2025
1984,Beneficiary_1984,F,40,5,Sud,Port-Salut,12,2/22/2025
1985,Beneficiary_1985,M,71,6,Sud,Les Cayes,75,1/19/2025
1986,Beneficiary_1986,M,27,7,Artibonite,Dessalines,27,3/31/2025
1987,Beneficiary_1987,M,41,8,Artibonite,Gonaives,51,1/1/2025
1988,Beneficiary_1988,F,41,9,Ouest,Port-au-Prince,53,2/23/2025
1989,Beneficiary_1989,F,44,3,Sud,Port-Salut,78,1/23/2025
1990,Beneficiary_1990,M,45,4,Artibonite,Gonaives,29,3/4/2025
1991,Beneficiary_1991,F,59,4,Ouest,Port-au-Prince,82,1/24/2025
1992,Beneficiary_1992,M,90,4,Ouest,Port-au-Prince,27,2/3/2025
1993,Beneficiary_1993,M,39,3,Artibonite,Saint-Marc,8,1/11/2025
1994,Beneficiary_1994,F,44,2,Artibonite,Gonaives,39,2/5/2025
1995,Beneficiary_1995,M,69,4,Ouest,Tabarre,34,3/3/2025
1996,Beneficiary_1996,M,4,1,Artibonite,Dessalines,40,1/8/2025
1997,Beneficiary_1997,M,0,2,Artibonite,Gonaives,65,1/28/2025
1998,Beneficiary_1998,F,0,9,Sud,Les Cayes,50,2/4/2025
1999,Beneficiary_1999,F,0,7,Artibonite,Saint-Marc,43,2/13/2025
2000,Beneficiary_2000,F,64,6,Artibonite,Dessalines,57,1/31/2025
